id,text,parent
NPU03800,Creatininium,NPU00000
NPU03801,Creatininium,NPU00000
NPU03802,Vanillylmandelate/Creatininium,NPU00000
NPU03803,Liver,NPU00000
NPU03804,Body,NPU00000
NPU03805,Body,NPU00000
NPU03806,Erythroblasts,NPU00000
NPU03807,Lipid,NPU00000
NPU03808,Blood,NPU00000
NPU03812,Protein,NPU00000
NPU03813,Faeces,NPU00000
NPU03814,Oxygen,NPU00000
NPU03815,Base excess,NPU00000
NPU03816,Chloride,NPU00000
NPU03828,Erythropoietin,NPU00000
NPU03829,Erythropoietin,NPU00000
NPU03830,Erythropoietin,NPU00000
NPU03835,Haemoglobin A1c,NPU00000
NPU03836,Lutropin,NPU00000
NPU03838,Blood flow,NPU00000
NPU03839,Sodium ion,NPU00000
NPU03841,Glucose,NPU00000
NPU03842,Erythrocytes,NPU00000
NPU03843,Erythrocytes,NPU00000
NPU03844,Lipid,NPU00000
NPU03845,Plasma,NPU00000
NPU03846,Water vapour,NPU00000
NPU03848,Hydrogen ion,NPU00000
NPU03849,Oxygen,NPU00000
NPU03851,Nitrate,NPU00000
NPU03852,Nitrite,NPU00000
NPU03853,Aldosterone,NPU00000
NPU03856,Cylinder type,NPU00000
NPU03890,Silver,NPU00000
NPU03891,Silver,NPU00000
NPU03892,Silver,NPU00000
NPU03893,Selenium,NPU00000
NPU03896,Trypsin,NPU00000
NPU03899,Ferritin,NPU00000
NPU03901,Myoglobin,NPU00000
NPU03903,Albumin,NPU00000
NPU03904,Glutamate dehydrogenase(NAD(P)<sup>+</sup>),NPU00000
NPU03905,Glutamate dehydrogenase(NADP<sup>+</sup>),NPU00000
NPU03907,Glutamyltransferase,NPU00000
NPU03908,Aspartate transaminase,NPU00000
NPU03909,Iditol dehydrogenase,NPU00000
NPU03910,Lactate dehydrogenase,NPU00000
NPU03911,Alanine transaminase,NPU00000
NPU03912,Creatine kinase,NPU00000
NPU03913,Triacylglycerol lipase,NPU00000
NPU03914,Cholinesterase,NPU00000
NPU03915,Nucleotidase,NPU00000
NPU03916,Adrenalinium,NPU00000
NPU03917,Adrenalinium,NPU00000
NPU03918,Albumin/Creatininium,NPU00000
NPU03919,Albumin,NPU00000
NPU03920,Albumin,NPU00000
NPU03921,Albumin,NPU00000
NPU03922,"Amylase, pancreatic type 3",NPU00000
NPU03923,"Amylase, saliva type",NPU00000
NPU03924,Fetoprotein,NPU00000
NPU03925,Fetoprotein,NPU00000
NPU03926,Aliphatic carboxylate(C<sub>14</sub>-C<sub>26</sub>),NPU00000
NPU03928,Ammonium,NPU00000
NPU03929,Calcium(II)/Creatininium,NPU00000
NPU03930,Carbamide,NPU00000
NPU03936,Glucose,NPU00000
NPU03939,Hydroxyindolylacetate,NPU00000
NPU03940,Iron,NPU00000
NPU03941,Potassium ion,NPU00000
NPU03942,Lactate,NPU00000
NPU03943,Lactate,NPU00000
NPU03944,Lactate,NPU00000
NPU03945,Magnesium,NPU00000
NPU03949,Noradrenalinium,NPU00000
NPU03950,Noradrenalinium,NPU00000
NPU03951,Oxalate,NPU00000
NPU03955,Phosphate(P; inorganic),NPU00000
NPU03957,Porphyrins,NPU00000
NPU03958,Protein,NPU00000
NPU03959,Urate,NPU00000
NPU03960,Urate,NPU00000
NPU03961,Zinc,NPU00000
NPU03963,Erythrocytes,NPU00000
NPU03964,"Amylase, pancreatic type 4+5",NPU00000
NPU03965,Lymphocytes,NPU00000
NPU03966,Monocytes,NPU00000
NPU03967,Eosinophilocytes,NPU00000
NPU03968,Basophilocytes,NPU00000
NPU03969,Myeloblasts,NPU00000
NPU03970,Myeloblasts,NPU00000
NPU03971,Blast cells,NPU00000
NPU03972,Blast cells,NPU00000
NPU03973,Promyelocytes,NPU00000
NPU03974,Promyelocytes,NPU00000
NPU03975,Myelocytes,NPU00000
NPU03976,Myelocytes,NPU00000
NPU03977,Metamyelocytes,NPU00000
NPU03978,Metamyelocytes,NPU00000
NPU03979,Neutrophilocytes,NPU00000
NPU03980,Neutrophilocytes,NPU00000
NPU03981,Neutrophilocytes,NPU00000
NPU03982,Neutrophilocytes,NPU00000
NPU03983,Neutrophilocytes,NPU00000
NPU03984,Leukocytes,NPU00000
NPU03986,Epithelial cells,NPU00000
NPU03987,Leukocytes,NPU00000
NPU03988,"Haemoglobin, unusual",NPU00000
NPU03991,Sodium chloride,NPU00000
NPU03993,Megakaryocytes,NPU00000
NPU03994,Myelocytes,NPU00000
NPU03995,Hydrogen ion,NPU00000
NPU03996,Creatine kinase MB,NPU00000
NPU03999,"Sucrose-1,6-alpha-glucan 3(6)-alpha-glucosyltransferase",NPU00000
NPU04002,Calcitonin,NPU00000
NPU04003,Chorionic Gonadotropin,NPU00000
NPU04010,Erythropoietin,NPU00000
NPU04011,Erythropoietin,NPU00000
NPU04012,Erythropoietin,NPU00000
NPU04013,Erythropoietin,NPU00000
NPU04014,Follitropin,NPU00000
NPU04015,Lutropin,NPU00000
NPU04016,Lutropin,NPU00000
NPU04020,Proinsulin,NPU00000
NPU04021,Prolactin,NPU00000
NPU04022,Prolactin,NPU00000
NPU04023,Somatotropin,NPU00000
NPU04024,Streptokinase,NPU00000
NPU04026,Thyrotropin,NPU00000
NPU04029,Immunoglobulin G/Albumin,NPU00000
NPU04033,Gas,NPU00000
NPU04034,Blood,NPU00000
NPU04035,Freezing point,NPU00000
NPU04041,Albumin loss,NPU00000
NPU04042,Apolipoprotein A,NPU00000
NPU04043,Apolipoprotein A1,NPU00000
NPU04044,Apolipoprotein A2,NPU00000
NPU04045,Apolipoprotein B,NPU00000
NPU04046,Apolipoprotein B-100,NPU00000
NPU04048,Apolipoprotein B-48,NPU00000
NPU04049,Apolipoprotein C,NPU00000
NPU04050,Apolipoprotein C1,NPU00000
NPU04051,Apolipoprotein C2,NPU00000
NPU04052,Apolipoprotein C3,NPU00000
NPU04053,Apolipoprotein D,NPU00000
NPU04054,Apolipoprotein E,NPU00000
NPU04055,Apolipoprotein E2,NPU00000
NPU04056,Glycoprotein I,NPU00000
NPU04057,Apolipoprotein(a),NPU00000
NPU04058,Apolipoprotein Lp(q),NPU00000
NPU04060,Erythrocytes,NPU00000
NPU04063,Aldosterone receptor,NPU00000
NPU04065,Protoporphyrin,NPU00000
NPU04072,Glucose,NPU00000
NPU04073,Homocysteine,NPU00000
NPU04074,Erythrocyte surface,NPU00000
NPU04077,Food ingestion,NPU00000
NPU04078,Air,NPU00000
NPU04079,Carbon dioxide,NPU00000
NPU04082,Air,NPU00000
NPU04083,Nitrogen(N),NPU00000
NPU04089,Myelocytes,NPU00000
NPU04090,Plasmocytes,NPU00000
NPU04091,Promyelocytes,NPU00000
NPU04092,Glucose,NPU00000
NPU04093,Glucose,NPU00000
NPU04094,Triglyceride,NPU00000
NPU04095,Kappa chain(Ig),NPU00000
NPU04096,Kappa chain(Ig),NPU00000
NPU04097,Lambda chain(Ig),NPU00000
NPU04098,Lambda chain(Ig),NPU00000
NPU04099,Immunoglobulin G,NPU00000
NPU04100,Leukocyte type,NPU00000
NPU04101,Immunoglobulin G,NPU00000
NPU04102,Lactate dehydrogenase H4,NPU00000
NPU04103,Lactate dehydrogenase H3M,NPU00000
NPU04104,Lactate dehydrogenase H2M2,NPU00000
NPU04105,Lactate dehydrogenase HM3,NPU00000
NPU04106,Lactate dehydrogenase M4,NPU00000
NPU04107,Lactate dehydrogenase H4,NPU00000
NPU04108,Lactate dehydrogenase H3M,NPU00000
NPU04109,Lactate dehydrogenase H2M2,NPU00000
NPU04110,Lactate dehydrogenase HM3,NPU00000
NPU04111,Lactate dehydrogenase M4,NPU00000
NPU04121,Dehydroepiandrosterone sulfate,NPU00000
NPU04124,Dehydroepiandrosterone sulfate,NPU00000
NPU04125,Albumin clearance/Creatininium clearance,NPU00000
NPU04126,Chloride,NPU00000
NPU04127,Crystals,NPU00000
NPU04129,Microglobulin,NPU00000
NPU04130,Leukocyte antibody,NPU00000
NPU04132,Iron binding capacity,NPU00000
NPU04133,Iron binding capacity,NPU00000
NPU04134,Reticulum cells,NPU00000
NPU04135,Particle type,NPU00000
NPU04139,Cortisol,NPU00000
NPU04140,Cortisol,NPU00000
NPU04143,Ascorbate,NPU00000
NPU04144,Calcium ion,NPU00000
NPU04145,Bilirubins,NPU00000
NPU04146,"Cholesterol+ester, in LDL/Cholesterol+ester, in HDL",NPU00000
NPU04149,Proinsulin C-peptide,NPU00000
NPU04150,Erythrocyte elimination,NPU00000
NPU04152,Gastrin,NPU00000
NPU04153,Large unstained cells,NPU00000
NPU04154,Proinsulin,NPU00000
NPU04155,Protoporphyrin IX,NPU00000
NPU04156,Selenium,NPU00000
NPU04157,Sulfhaemoglobin,NPU00000
NPU04158,"Triiodothyronine(3,3',5'-)",NPU00000
NPU04159,Aminolevulinate,NPU00000
NPU04160,Calcium,NPU00000
NPU04161,Cystine,NPU00000
NPU04162,Amylase type,NPU00000
NPU04163,"Amylase, pancreatic type 3",NPU00000
NPU04164,"Amylase, saliva type",NPU00000
NPU04165,"Amylase, pancreatic type 4+5",NPU00000
NPU04166,Acetoacetate,NPU00000
NPU04168,Erythrocytes,NPU00000
NPU04169,Calcium,NPU00000
NPU04170,"Cholinesterase, cinchocaine inhibited",NPU00000
NPU04172,DNA(double stranded) antibody,NPU00000
NPU04173,Glucose,NPU00000
NPU04174,Glucose,NPU00000
NPU04175,Glucose,NPU00000
NPU04176,Glucose,NPU00000
NPU04177,Glucose,NPU00000
NPU04178,Glucose,NPU00000
NPU04179,Glucose,NPU00000
NPU04180,Glucose,NPU00000
NPU04181,Glucose,NPU00000
NPU04182,Glucose,NPU00000
NPU04183,Glucose,NPU00000
NPU04184,Glucose,NPU00000
NPU04185,Glucose,NPU00000
NPU04186,Glucose,NPU00000
NPU04187,Glucose,NPU00000
NPU04191,Iron,NPU00000
NPU04192,Iron elimination,NPU00000
NPU04193,Iron turnover,NPU00000
NPU04194,Lactescence,NPU00000
NPU04196,Protein type,NPU00000
NPU04197,Acid base status,NPU00000
NPU04198,Thyrotropin secretion,NPU00000
NPU04199,Thyrotropin,NPU00000
NPU04200,Thyrotropin,NPU00000
NPU04201,Thyrotropin,NPU00000
NPU04202,Thyrotropin,NPU00000
NPU04203,Xylose,NPU00000
NPU04204,Xylose,NPU00000
NPU04206,Protein,NPU00000
NPU04207,Glucose,NPU00000
NPU04208,Haemoglobin,NPU00000
NPU04209,Haemosiderin,NPU00000
NPU04210,Hydroxyproline/Creatininium,NPU00000
NPU04211,Mercury,NPU00000
NPU04212,Calcium,NPU00000
NPU04213,Potassium ion,NPU00000
NPU04214,Potassium ion,NPU00000
NPU04215,Catalase,NPU00000
NPU04216,Magnesium,NPU00000
NPU04217,Magnesium,NPU00000
NPU04218,Sodium ion,NPU00000
NPU04219,Sodium ion,NPU00000
NPU04221,Erythrocytes,NPU00000
NPU04222,Particle type,NPU00000
NPU04224,Cerebrospinal fluid,NPU00000
NPU04225,Cerebrospinal fluid,NPU00000
NPU04226,Neutrophilocytes,NPU00000
NPU04227,Leukocytes,NPU00000
NPU04229,Cells,NPU00000
NPU04230,Neutrophilocytes,NPU00000
NPU04231,Lymphocytes+monocytes,NPU00000
NPU04232,Glucose,NPU00000
NPU04360,Cortisol,NPU00000
NPU04449,Dehydrochloromethyl testosterone,NPU00000
NPU04494,"Cholinesterase, RO-20683 inhibited",NPU00000
NPU04566,"Cholinesterase, fluoride inhibited",NPU00000
NPU04569,Phenylethanolamine,NPU00000
NPU04589,Alkaline phosphatase type,NPU00000
NPU04593,Cholinesterase,NPU00000
NPU04594,"Cholinesterase, carbamide inhibited",NPU00000
NPU04595,"Cholinesterase, dibucain inhibited",NPU00000
NPU04600,"Cholinesterase, fluoride inhibited",NPU00000
NPU04601,"Cholinesterase, dibucain inhibited",NPU00000
NPU04602,"Cholinesterase, carbamide inhibited",NPU00000
NPU04603,"Cholinesterase, cinchocaine inhibited",NPU00000
NPU04604,"Cholinesterase, RO-20683 inhibited",NPU00000
NPU04610,Haemoglobin A,NPU00000
NPU04611,Haemoglobin A2,NPU00000
NPU04612,Haemoglobin A3,NPU00000
NPU04613,Haemoglobin F,NPU00000
NPU04614,Haemoglobin F1,NPU00000
NPU04625,Adrenalinium,NPU00000
NPU04650,Alpha-1-globulin,NPU00000
NPU04651,Alpha-2-globulin,NPU00000
NPU04652,Beta-globulin,NPU00000
NPU04653,Gamma-globulin,NPU00000
NPU04654,Alpha-1-globulin,NPU00000
NPU04655,Alpha-2-globulin,NPU00000
NPU04656,Beta-globulin,NPU00000
NPU04657,Gamma-globulin,NPU00000
NPU04658,Alpha-1-globulin,NPU00000
NPU04659,Alpha-2-globulin,NPU00000
NPU04660,Beta-globulin,NPU00000
NPU04661,Gamma-globulin,NPU00000
NPU04663,Leukocytes,NPU00000
NPU04664,Basophilocytes,NPU00000
NPU04666,Basophilocytes,NPU00000
NPU04667,Blast cells,NPU00000
NPU04668,Blast cells,NPU00000
NPU04671,Eosinophilocytes,NPU00000
NPU04672,Eosinophilocytes,NPU00000
NPU04673,Lymphocytes,NPU00000
NPU04674,Lymphocytes,NPU00000
NPU04675,Metamyelocytes,NPU00000
NPU04676,Metamyelocytes,NPU00000
NPU04677,Monocytes,NPU00000
NPU04678,Monocytes,NPU00000
NPU04679,Myeloblasts,NPU00000
NPU04680,Myeloblasts,NPU00000
NPU04681,Neutrophilocytes,NPU00000
NPU04682,Neutrophilocytes,NPU00000
NPU04683,Neutrophilocytes,NPU00000
NPU04684,Neutrophilocytes,NPU00000
NPU04688,Lymphoblasts,NPU00000
NPU04689,Lymphoblasts,NPU00000
NPU04690,Erythroblasts,NPU00000
NPU04691,Erythroblasts,NPU00000
NPU04692,Erythroblasts,NPU00000
NPU04694,Erythroblasts,NPU00000
NPU04695,Erythroblasts,NPU00000
NPU04696,Erythroblasts,NPU00000
NPU04702,Megakaryocytes,NPU00000
NPU04704,Myelocytes,NPU00000
NPU04705,Myelocytes,NPU00000
NPU04706,Myelocytes,NPU00000
NPU04707,Myelocytes,NPU00000
NPU04708,Plasmocytes,NPU00000
NPU04709,Plasmocytes,NPU00000
NPU04720,Leukocyte type,NPU00000
NPU04775,Cells,NPU00000
NPU04780,Cyanide,NPU00000
NPU04782,Cystine,NPU00000
NPU04805,Histamine,NPU00000
NPU04807,Arsenic,NPU00000
NPU04808,Boron,NPU00000
NPU04809,Boron,NPU00000
NPU04812,Histamine,NPU00000
NPU04814,Homovanillate,NPU00000
NPU04823,Protein type,NPU00000
NPU04834,Bromide,NPU00000
NPU04850,Chymotrypsin,NPU00000
NPU04851,Leukocytes,NPU00000
NPU04852,Leukocytes,NPU00000
NPU04856,Lysozyme,NPU00000
NPU04861,Noradrenalinium,NPU00000
NPU04864,Porphobilinogen,NPU00000
NPU04865,Protein type,NPU00000
NPU04870,Bromide,NPU00000
NPU04874,Cadmium,NPU00000
NPU04878,Protein type,NPU00000
NPU04881,Cadmium,NPU00000
NPU04882,Fluoride,NPU00000
NPU04884,Iodine,NPU00000
NPU04887,Lead,NPU00000
NPU04888,Lithium ion,NPU00000
NPU04891,Manganese,NPU00000
NPU04892,Corticotropin,NPU00000
NPU04893,Mercury,NPU00000
NPU04894,Rubidium,NPU00000
NPU04895,Corticotropin,NPU00000
NPU04896,Scandium,NPU00000
NPU04899,Selenium,NPU00000
NPU04901,Strontium,NPU00000
NPU04902,Titanium,NPU00000
NPU04903,Arsenic,NPU00000
NPU04904,Cobalt,NPU00000
NPU04905,Copper,NPU00000
NPU04906,Androstanolone,NPU00000
NPU04907,Androstanolone,NPU00000
NPU04939,Albumin,NPU00000
NPU04940,Alpha-1-globulin,NPU00000
NPU04941,Alpha-2-globulin,NPU00000
NPU04942,Beta-globulin,NPU00000
NPU04943,Gamma-globulin,NPU00000
NPU04944,Albumin,NPU00000
NPU04945,Alpha-1-globulin,NPU00000
NPU04946,Alpha-2-globulin,NPU00000
NPU04947,Beta-globulin,NPU00000
NPU04948,Gamma-globulin,NPU00000
NPU04949,Albumin,NPU00000
NPU04950,Alpha-1-globulin,NPU00000
NPU04951,Alpha-2-globulin,NPU00000
NPU04952,Beta-globulin,NPU00000
NPU04953,Gamma-globulin,NPU00000
NPU04954,Cyanocobalamin,NPU00000
NPU04955,Hydroxocobalamin,NPU00000
NPU04956,Aquocobalamin,NPU00000
NPU04957,Sulfitocobalamin,NPU00000
NPU04958,Methylcobalamin,NPU00000
NPU04959,Deoxycobalamin,NPU00000
NPU04965,Glucose,NPU00000
NPU04966,Cortisol,NPU00000
NPU04967,Cortisol,NPU00000
NPU04968,Cortisol,NPU00000
NPU04969,Cortisol,NPU00000
NPU04970,Cortisol,NPU00000
NPU04971,Cortisol,NPU00000
NPU04972,Cortisol,NPU00000
NPU04973,Cortisol,NPU00000
NPU04974,Cortisol,NPU00000
NPU04975,Cortisol,NPU00000
NPU04976,Cortisol,NPU00000
NPU04977,Hydroxyprogesterone,NPU00000
NPU04978,Hydroxyprogesterone,NPU00000
NPU04979,Insulin,NPU00000
NPU04980,Albumin,NPU00000
NPU04981,Glucose,NPU00000
NPU04982,Somatotropin,NPU00000
NPU04983,Somatotropin,NPU00000
NPU04984,"Haemoglobin, other",NPU00000
NPU04985,Promyelocytes,NPU00000
NPU04986,Myelocytes,NPU00000
NPU04987,Myelocytes,NPU00000
NPU04989,Plasmocytes,NPU00000
NPU04991,Erythroblasts,NPU00000
NPU04992,Erythroblasts,NPU00000
NPU04993,Erythroblasts,NPU00000
NPU04994,Haemoglobin A1,NPU00000
NPU04995,Lymphoblasts,NPU00000
NPU04996,Lymphoblasts,NPU00000
NPU04997,Leukocyte type,NPU00000
NPU04998,Creatininium,NPU00000
DNK05005,"Alkaline phosphatase, bone type",NPU00000
DNK05007,Aldolase,NPU00000
DNK05011,Amylase production,NPU00000
DNK05013,"Alkaline phosphatase, placental type",NPU00000
DNK05014,Creatine kinase BB,NPU00000
DNK05016,Creatine kinase MB,NPU00000
DNK05018,Creatine kinase MM,NPU00000
DNK05020,Amylase,NPU00000
DNK05021,Amylase,NPU00000
DNK05023,Amylase,NPU00000
DNK05024,Amylase,NPU00000
DNK05025,Lactate dehydrogenase type,NPU00000
DNK05026,Renin,NPU00000
DNK05029,Trypsin,NPU00000
DNK05030,Glutamyltransferase,NPU00000
DNK05032,Aspartate transaminase,NPU00000
DNK05035,Aspartate transaminase,NPU00000
DNK05037,Alanine transaminase,NPU00000
DNK05038,Creatine kinase,NPU00000
DNK05040,Cholinesterase,NPU00000
DNK05041,Cholinesterase,NPU00000
DNK05042,Lactate dehydrogenase H4,NPU00000
DNK05043,Lactate dehydrogenase H3M,NPU00000
DNK05044,Creatine kinase,NPU00000
DNK05045,Creatine kinase MB+BB,NPU00000
DNK05046,Lactate dehydrogenase H2M2,NPU00000
DNK05047,Lactate dehydrogenase HM3,NPU00000
DNK05049,Lactate dehydrogenase M4,NPU00000
DNK05050,Alkaline phosphatase type,NPU00000
DNK05051,Alanine transaminase,NPU00000
DNK05052,Cholinesterase,NPU00000
DNK05053,Peptidyl dipeptidase A,NPU00000
DNK05055,"Alkaline phosphatase, intestinal type",NPU00000
DNK05064,Aspartate transaminase,NPU00000
DNK05070,Amylase,NPU00000
DNK05071,Lactate dehydrogenase,NPU00000
DNK05072,Lactate dehydrogenase,NPU00000
DNK05075,Cholinesterase,NPU00000
DNK05076,Glutamyltransferase,NPU00000
DNK05093,Acid phosphatase,NPU00000
DNK05097,Pyruvate kinase,NPU00000
DNK05098,"Alkaline phosphatase, liver type",NPU00000
DNK05099,"Acid phosphatase, prostatic type",NPU00000
DNK05101,Creatine kinase type,NPU00000
DNK05103,Lactate dehydrogenase,NPU00000
DNK05119,Glutamyltransferase,NPU00000
DNK05145,Trypsin,NPU00000
DNK05155,Amylase type,NPU00000
DNK05156,"Amylase, pancreatic type 3",NPU00000
DNK05157,"Amylase, saliva type",NPU00000
DNK05158,"Amylase, pancreatic type 4+5",NPU00000
DNK05159,"Amylase, pancreatic type",NPU00000
DNK05160,"Amylase, pancreatic type",NPU00000
DNK05161,"Amylase, pancreatic type",NPU00000
DNK05162,Amylase,NPU00000
DNK05163,"Amylase, pancreatic type",NPU00000
DNK05188,Acid phosphatase,NPU00000
DNK05189,"Acid phosphatase, prostatic type",NPU00000
DNK05194,Lactate dehydrogenase,NPU00000
DNK05200,Proline dipeptidase,NPU00000
DNK05201,"Alkaline phosphatase, liver canaliculus type",NPU00000
DNK05202,"Alkaline phosphatase, liver endothelial type",NPU00000
DNK05203,Phosphopyruvate hydratase,NPU00000
DNK05204,Lactate dehydrogenase,NPU00000
DNK05205,Amylase,NPU00000
DNK05206,Amylase,NPU00000
DNK05207,Amylase,NPU00000
DNK05208,Amylase,NPU00000
DNK05209,Amylase,NPU00000
DNK05210,Triacylglycerol lipase,NPU00000
DNK05211,Triacylglycerol lipase,NPU00000
DNK05212,Triacylglycerol lipase,NPU00000
DNK05213,Triacylglycerol lipase,NPU00000
DNK05214,Triacylglycerol lipase,NPU00000
DNK05215,Amylase+triacylglycerollipase secretion,NPU00000
DNK05218,Amylase,NPU00000
DNK05219,Electrocardiography,NPU00000
DNK05220,Electrocardiography,NPU00000
DNK05221,Electrocardiography,NPU00000
DNK05222,Electrocardiography,NPU00000
DNK05226,Electrocardiography,NPU00000
DNK05227,"Alkaline phosphatase, 'other' type",NPU00000
DNK05228,Amylase,NPU00000
DNK05229,Triacylglycerol lipase,NPU00000
DNK05242,Diabetes mellitus related antibody,NPU00000
DNK05270,Creatine kinase (M)B+BB,NPU00000
DNK05280,Neonatal Screen,NPU00000
DNK05281,Germ cell tumor markers,NPU00000
DNK05283,Amylase,NPU00000
DNK05284,Lactate dehydrogenase,NPU00000
DNK05285,Hydrogen ion,NPU00000
DNK05292,Drain fluid,NPU00000
DNK05355,Deformities,NPU00000
DNK05356,Deformities+Trisomy related syndrome,NPU00000
DNK05357,Chorionic Gonadotropin,NPU00000
DNK05358,Fetoprotein,NPU00000
DNK05359,Estriol,NPU00000
DNK05360,Fetoprotein,NPU00000
DNK05361,Down syndrome,NPU00000
DNK05362,Down syndrome,NPU00000
DNK05363,neural tube defect,NPU00000
DNK05364,Deformities+Down syndrome,NPU00000
DNK05372,Pleural fluid,NPU00000
DNK05376,"Amylase, macroform",NPU00000
DNK05417,Lactase,NPU00000
DNK05418,Glucosidase,NPU00000
DNK05421,Biopsy,NPU00000
DNK05422,"Alkaline phosphatase, abnormal band",NPU00000
DNK05423,"Alkaline Phosphatase, anodic band",NPU00000
DNK05424,"Alkaline phosphatase, bone type",NPU00000
DNK05425,"Alkaline phosphatase, liver canaliculus type",NPU00000
DNK05426,"Alkaline phosphatase, liver endothelial type",NPU00000
DNK05427,"Alkaline phosphatase, liver type",NPU00000
DNK05428,"Alkaline phosphatase, placental type",NPU00000
DNK05429,"Alkaline phosphatase, intestinal type",NPU00000
DNK05430,"Alkaline phosphatase, 'other' type",NPU00000
DNK05431,Alkaline phosphatase type,NPU00000
DNK05441,Haemoglobin derivate,NPU00000
DNK05449,Albumin,NPU00000
DNK05451,Triacylglycerol lipase,NPU00000
DNK05461,Bloodpressure,NPU00000
DNK05462,Bloodpressure,NPU00000
DNK05463,Bloodpressure,NPU00000
DNK05464,Bloodpressure,NPU00000
DNK05465,Bloodpressure,NPU00000
DNK05466,Bloodpressure,NPU00000
DNK05467,Bloodpressure,NPU00000
DNK05468,Bloodpressure,NPU00000
DNK05469,Bloodpressure,NPU00000
DNK05470,Bloodpressure,NPU00000
DNK05471,Bloodpressure,NPU00000
DNK05472,Bloodpressure,NPU00000
DNK05473,Bloodpressure,NPU00000
DNK05484,Amylase,NPU00000
DNK05485,Triacylglycerol lipase,NPU00000
DNK05486,Amylase secretion,NPU00000
DNK05487,Alkaline phosphatase,NPU00000
DNK05490,Triacylglycerol lipase,NPU00000
DNK05491,Duodenal fluid,NPU00000
DNK05496,Creatine kinase,NPU00000
DNK05503,Electrocardiography,NPU00000
DNK05509,Osteoporosis status,NPU00000
DNK05733,Amylase,NPU00000
NPU08500,Glucose,NPU00000
NPU08501,Glucose,NPU00000
NPU08502,Glucose,NPU00000
NPU08503,Glucose,NPU00000
NPU08504,Glucose,NPU00000
NPU08505,Glucose tolerance,NPU00000
NPU08506,Glucose,NPU00000
NPU08507,Glucose,NPU00000
NPU08508,Glucose,NPU00000
NPU08509,Glucose,NPU00000
NPU08510,Glucose,NPU00000
NPU08511,Glucose,NPU00000
NPU08512,Glucose,NPU00000
NPU08513,Glucose,NPU00000
NPU08514,Glucose,NPU00000
NPU08515,Glucose,NPU00000
NPU08516,Glucose,NPU00000
NPU08517,Glucose,NPU00000
NPU08518,Glucose,NPU00000
NPU08519,Glucose,NPU00000
NPU08520,Glucose,NPU00000
NPU08521,Glucose,NPU00000
NPU08522,Glucose,NPU00000
NPU08523,Glucose,NPU00000
NPU08524,Glucose,NPU00000
NPU08525,Glucose,NPU00000
NPU08526,Glucose,NPU00000
NPU08527,Glucose,NPU00000
NPU08528,Glucose,NPU00000
NPU08529,Glucose,NPU00000
NPU08530,Glucose,NPU00000
NPU08531,Glucose,NPU00000
NPU08532,Glucose,NPU00000
NPU08533,Glucose,NPU00000
NPU08534,Glucose,NPU00000
NPU08535,Glucose,NPU00000
NPU08536,Glucose,NPU00000
NPU08537,Glucose,NPU00000
NPU08538,Glucose,NPU00000
NPU08539,Glucose,NPU00000
NPU08540,Glucose,NPU00000
NPU08541,Glucose,NPU00000
NPU08542,Glucose,NPU00000
NPU08543,Glucose,NPU00000
NPU08544,Glucose,NPU00000
NPU08545,Glucose,NPU00000
NPU08546,Glucose,NPU00000
NPU08547,Glucose,NPU00000
NPU08548,Glucose,NPU00000
NPU08549,Glucose,NPU00000
NPU08550,Glucose,NPU00000
NPU08551,Glucose,NPU00000
NPU08552,Glucose,NPU00000
NPU08553,Glucose,NPU00000
NPU08554,Glucose,NPU00000
NPU08555,Glucose,NPU00000
NPU08556,Glucose,NPU00000
NPU08557,Glucose,NPU00000
NPU08558,Glucose,NPU00000
NPU08559,Glucose,NPU00000
NPU08560,Glucose,NPU00000
NPU08561,Glucose,NPU00000
NPU08562,Glucose,NPU00000
NPU08563,Glucose,NPU00000
NPU08564,Glucose,NPU00000
NPU08565,Glucose,NPU00000
NPU08566,Glucose,NPU00000
NPU08567,Glucose,NPU00000
NPU08568,"Cholinesterase, butan-1-ol inhibited",NPU00000
NPU08569,Haptocorrin,NPU00000
NPU08570,Transcobalamin,NPU00000
NPU08571,Glucose,NPU00000
NPU08572,Glucose,NPU00000
NPU08573,Immunoglobulin M,NPU00000
NPU08589,"Amylase, pancreatic type",NPU00000
NPU08590,"Amylase, pancreatic type",NPU00000
NPU08591,"Amylase, pancreatic type",NPU00000
NPU08595,Calcium clearance,NPU00000
NPU08600,Albumin,NPU00000
NPU08601,Amylase,NPU00000
NPU08602,Bilirubins,NPU00000
NPU08603,Calcium,NPU00000
NPU08605,Calcium,NPU00000
NPU08606,Calcium,NPU00000
NPU08607,Calcium,NPU00000
NPU08608,Calcium phosphate,NPU00000
NPU08609,Carbamide,NPU00000
NPU08610,Carbamide,NPU00000
NPU08611,Carbamide,NPU00000
NPU08612,Chloride,NPU00000
NPU08613,Chloride,NPU00000
NPU08614,Creatininium,NPU00000
NPU08615,Creatininium,NPU00000
NPU08616,Creatininium,NPU00000
NPU08617,Creatininium,NPU00000
NPU08622,Glucose,NPU00000
NPU08623,Glucose,NPU00000
NPU08624,Glucose,NPU00000
NPU08626,Haemoglobin+haemoglobin derivative,NPU00000
NPU08628,Potassium ion,NPU00000
NPU08629,Potassium ion,NPU00000
NPU08630,Potassium ion,NPU00000
NPU08631,Potassium ion,NPU00000
NPU08632,Potassium ion,NPU00000
NPU08633,Potassium ion,NPU00000
NPU08634,Kappa chain(Ig),NPU00000
