id,text,parent
XCANNA(SK)U,U-Cannabis(skickad),*00000
XCANKRE,U-Cannabis/kreatinin,*00000
XCANNA(V)U,U-Cannabis(ver),*00000
NPU01866,U-Dextropropox(scr),*00000
XDEXTR(SK)U,U-Dextropro(skickad),*00000
NPU18190,U-Dextropropox(ver),*00000
NPU01706,U-Kokain(screen),*00000
XKOKA(SK)U,U-Kokain(skickad),*00000
SWE05335,U-Kokain(ver),*00000
NPU02722,U-Metadon(screen),*00000
XMETAD(SK)U,U-Metadon(skickad),*00000
SWE05336,U-Metadon(ver),*00000
NPU21699,U-Metadon EDDP (scr),*00000
XEDDP(SK)U,U-MetadonEDDP(skick),*00000
XEDDP(V)U,U-Metadon EDDP (ver),*00000
NPU08990,U-Opiater(screen),*00000
XOPI(SK)U,U-Opiater(skickad,*00000
SWE05338,U-Opiater(ver),*00000
NPU01993,U-Etanol,*00000
XKREMU,U-Kreatinin,*00000
